Query,Execution Time (ms)
47,19.761085510253906
47,19.788026809692383
47,14.493942260742188
48,13.775110244750977
48,15.756845474243164
48,18.098115921020508
48,30.432939529418945
48,25.233030319213867
48,25.151968002319336
48,37.05716133117676
49,27.243852615356445
49,31.49700164794922
49,22.701025009155273
49,28.701305389404297
49,27.302265167236328
49,20.075082778930664
49,24.633169174194336
50,29.443025588989258
50,18.990755081176758
50,10.25390625
50,16.309022903442383
50,41.78309440612793
50,42.11091995239258
50,16.848087310791016
51,14.045238494873047
51,31.0819149017334
51,17.795085906982422
51,29.239177703857422
51,31.108856201171875
51,17.334938049316406
51,18.110990524291992
52,50.77195167541504
52,8.409738540649414
52,20.355939865112305
52,53.09009552001953
52,13.552188873291016
52,18.227100372314453
52,20.108699798583984
53,17.931699752807617
53,15.277862548828125
53,49.03984069824219
53,49.29304122924805
53,29.891252517700195
53,24.374723434448242
53,15.798091888427734
54,73.36592674255371
54,18.815279006958008
54,44.19302940368652
54,19.63520050048828
54,11.443853378295898
54,33.70499610900879
54,21.86441421508789
55,17.51089096069336
55,34.11293029785156
55,14.636039733886719
55,15.004873275756836
55,17.508983612060547
55,27.809858322143555
55,16.11185073852539
56,14.289140701293945
56,18.211841583251953
56,12.792110443115234
56,27.769088745117188
56,14.47296142578125
56,45.82095146179199
56,15.110969543457031
57,14.282941818237305
57,32.106876373291016
57,28.706073760986328
57,15.913009643554688
57,41.8848991394043
57,125.28777122497559
57,20.329952239990234
58,43.10178756713867
58,33.34307670593262
58,15.77901840209961
58,16.681909561157227
58,24.94502067565918
58,16.302824020385742
58,60.355186462402344
59,18.743038177490234
59,17.380237579345703
59,14.583826065063477
59,13.111114501953125
59,39.62898254394531
59,45.41492462158203
59,18.746137619018555
60,46.11682891845703
60,21.103858947753906
60,15.525102615356445
60,34.65700149536133
60,13.970136642456055
60,41.69130325317383
60,42.10472106933594
61,31.579971313476562
61,26.26204490661621
61,42.15192794799805
61,23.151874542236328
61,30.478239059448242
61,32.19318389892578
61,14.024019241333008
62,18.48578453063965
62,33.421993255615234
62,23.327350616455078
62,13.610124588012695
62,78.99785041809082
62,84.09309387207031
62,40.5430793762207
63,25.15411376953125
63,25.410175323486328
63,13.910055160522461
63,44.097185134887695
63,47.05405235290527
63,13.390302658081055
63,18.564701080322266
64,27.79698371887207
64,24.04308319091797
64,25.287866592407227
64,29.963016510009766
64,4.674673080444336
64,18.9208984375
64,36.473989486694336
65,16.544103622436523
65,21.433115005493164
65,11.12985610961914
65,21.278858184814453
65,28.026103973388672
65,16.263246536254883
65,17.89689064025879
66,15.76995849609375
66,19.849777221679688
66,47.11413383483887
66,19.244909286499023
66,14.736175537109375
66,13.164997100830078
66,15.33198356628418
67,36.38410568237305
67,22.402048110961914
67,23.915767669677734
67,12.372016906738281
67,33.50186347961426
67,12.529134750366211
67,17.290830612182617
68,16.47496223449707
68,14.171123504638672
68,24.71327781677246
68,26.118993759155273
68,29.50882911682129
68,48.29287528991699
68,24.370193481445312
69,21.992921829223633
69,13.768911361694336
69,11.388063430786133
69,17.07172393798828
69,12.327194213867188
69,15.27714729309082
69,13.768196105957031
70,11.545896530151367
70,29.118061065673828
70,8.18490982055664
70,10.93602180480957
70,17.71688461303711
70,30.946969985961914
70,20.238876342773438
71,33.650875091552734
71,14.422893524169922
71,16.902923583984375
71,14.317035675048828
71,22.09186553955078
71,36.45610809326172
71,38.44881057739258
72,15.920162200927734
72,33.70499610900879
72,19.242048263549805
72,25.725126266479492
72,9.992122650146484
72,22.962093353271484
72,14.393091201782227
73,32.94825553894043
73,18.085956573486328
73,61.96308135986328
73,73.19307327270508
73,25.688886642456055
73,41.81098937988281
73,20.74289321899414
74,31.684160232543945
74,16.482114791870117
74,45.06230354309082
74,18.39900016784668
74,11.322736740112305
74,9.754180908203125
74,36.775827407836914
75,35.52103042602539
75,26.0770320892334
75,95.39628028869629
75,35.37702560424805
75,23.04697036743164
75,34.18326377868652
75,26.341915130615234
76,35.75706481933594
76,20.3249454498291
76,29.855012893676758
76,14.79792594909668
76,43.45202445983887
76,14.954090118408203
76,13.900995254516602
77,15.74087142944336
77,17.174959182739258
77,20.958900451660156
77,18.387794494628906
77,12.125968933105469
77,16.6628360748291
77,14.590024948120117
78,27.655839920043945
78,40.64512252807617
78,19.994020462036133
78,31.91685676574707
78,38.84005546569824
78,13.563156127929688
78,49.401044845581055
79,22.13907241821289
79,15.940666198730469
79,52.765846252441406
79,30.670166015625
79,28.006792068481445
79,19.301891326904297
79,16.77107810974121
80,44.19088363647461
80,31.698942184448242
80,22.533893585205078
80,29.450178146362305
80,25.569915771484375
80,31.55994415283203
80,30.256032943725586
81,12.796163558959961
81,34.323930740356445
81,16.58487319946289
81,18.2802677154541
81,34.61194038391113
81,26.243925094604492
81,24.100780487060547
82,14.440059661865234
82,17.149925231933594
82,42.730093002319336
82,24.31797981262207
82,15.139102935791016
82,15.340805053710938
82,14.461994171142578
83,28.525114059448242
83,18.027067184448242
83,21.92401885986328
83,42.7248477935791
83,42.19794273376465
83,32.76681900024414
83,23.669719696044922
84,52.75678634643555
84,63.59696388244629
84,30.87902069091797
84,21.587848663330078
84,24.415969848632812
84,10.82611083984375
85,11.551856994628906
84,12.391090393066406
85,24.21092987060547
85,24.300813674926758
85,23.892879486083984
85,20.068883895874023
85,16.662120819091797
86,43.20096969604492
85,21.314144134521484
86,15.369892120361328
86,22.462129592895508
86,35.353899002075195
86,13.6260986328125
86,11.086702346801758
87,11.909961700439453
86,11.95979118347168
87,14.174938201904297
87,16.075849533081055
87,13.056039810180664
87,9.731769561767578
87,15.639066696166992
87,26.896953582763672
88,26.380062103271484
88,13.612985610961914
88,47.54519462585449
88,32.10115432739258
88,35.03894805908203
88,27.135133743286133
88,27.220964431762695
89,30.340909957885742
89,18.756866455078125
89,16.844987869262695
89,11.897087097167969
89,15.681982040405273
89,13.566255569458008
90,13.31782341003418
89,18.61286163330078
90,20.565032958984375
90,15.112161636352539
90,37.10794448852539
90,26.78394317626953
90,29.75320816040039
91,28.788089752197266
91,11.881351470947266
90,12.562036514282227
91,47.872066497802734
91,38.09499740600586
91,36.88764572143555
91,25.69293975830078
92,25.441884994506836
91,24.676799774169922
92,22.42302894592285
92,19.611120223999023
92,15.491724014282227
92,7.603168487548828
93,11.166810989379883
92,15.065908432006836
93,23.0710506439209
92,16.05701446533203
93,37.83297538757324
93,36.11397743225098
93,45.74084281921387
94,57.16872215270996
93,55.06420135498047
94,41.16320610046387
93,48.56109619140625
94,18.202781677246094
94,45.934200286865234
94,28.900146484375
95,33.390045166015625
94,19.123315811157227
95,36.756038665771484
94,17.29893684387207
95,19.93870735168457
95,26.057004928588867
95,20.157814025878906
96,23.709774017333984
95,18.655061721801758
96,16.223907470703125
95,42.199134826660156
96,11.853218078613281
96,11.850833892822266
96,15.691041946411133
97,9.58395004272461
96,42.91820526123047
97,11.225223541259766
96,17.637252807617188
97,18.425941467285156
97,19.140958786010742
97,56.960105895996094
98,16.051054000854492
97,44.61503028869629
98,54.16274070739746
97,56.72907829284668
98,37.352800369262695
98,37.68801689147949
98,28.970956802368164
99,33.33306312561035
98,27.17876434326172
99,38.86604309082031
98,27.489900588989258
99,27.16517448425293
99,27.66704559326172
99,24.533987045288086
100,40.19618034362793
99,44.14796829223633
100,30.186891555786133
99,17.954111099243164
100,18.26000213623047
100,18.373966217041016
100,26.733875274658203
100,16.47186279296875
101,12.305021286010742
101,18.2950496673584
100,57.385921478271484
101,10.594844818115234
101,11.933088302612305
101,13.427019119262695
101,63.14206123352051
102,30.219078063964844
102,33.49471092224121
101,46.80800437927246
102,11.587858200073242
102,12.375116348266602
102,46.44918441772461
103,35.52889823913574
102,12.517213821411133
103,20.52783966064453
102,11.678934097290039
103,43.41626167297363
103,23.72598648071289
103,17.829179763793945
104,39.968013763427734
103,45.75204849243164
104,41.545867919921875
103,34.60216522216797
104,15.127182006835938
104,17.745256423950195
104,26.276111602783203
105,34.5919132232666
104,25.319814682006836
105,13.875007629394531
104,26.51190757751465
105,23.766040802001953
105,12.54892349243164
105,29.227018356323242
106,29.84905242919922
105,60.7151985168457
106,16.16501808166504
105,37.156105041503906
106,16.11495018005371
106,41.86296463012695
106,29.799938201904297
107,20.879268646240234
106,16.07513427734375
107,16.434907913208008
106,31.6927433013916
107,11.170148849487305
107,10.652780532836914
107,15.27094841003418
107,11.454343795776367
108,15.594005584716797
107,15.718936920166016
108,63.4768009185791
108,35.29191017150879
108,16.22295379638672
108,27.034759521484375
109,15.89822769165039
108,15.993118286132812
108,15.318870544433594
109,17.869949340820312
109,16.690969467163086
109,87.85510063171387
109,40.64512252807617
110,21.456241607666016
109,32.20200538635254
109,38.84625434875488
110,21.402835845947266
110,19.426822662353516
110,18.84174346923828
110,23.576021194458008
111,27.966976165771484
110,21.189212799072266
110,22.06277847290039
111,43.0300235748291
111,33.772945404052734
111,34.78407859802246
111,21.73900604248047
112,22.812843322753906
111,131.9568157196045
111,132.20596313476562
112,20.381927490234375
112,16.683101654052734
112,16.32404327392578
112,32.24492073059082
113,54.4590950012207
112,64.95380401611328
112,66.4069652557373
113,17.90618896484375
113,28.180837631225586
113,11.117219924926758
113,21.392822265625
114,14.006853103637695
113,18.356800079345703
113,39.000749588012695
114,16.36028289794922
114,42.60897636413574
114,24.398088455200195
114,32.48786926269531
115,127.52485275268555
114,63.561201095581055
114,42.756080627441406
115,59.66591835021973
115,12.09402084350586
115,26.285886764526367
115,27.297019958496094
116,29.78515625
115,11.154890060424805
115,15.112876892089844
116,9.830951690673828
116,15.149831771850586
116,17.80104637145996
116,19.823074340820312
117,24.792194366455078
116,11.569976806640625
116,15.17486572265625
117,16.24298095703125
117,38.67316246032715
117,39.83712196350098
117,51.08499526977539
117,27.784109115600586
118,23.65279197692871
118,23.844242095947266
117,41.54706001281738
118,22.56608009338379
118,23.19478988647461
118,27.041196823120117
118,14.881134033203125
119,12.709856033325195
119,14.929771423339844
118,17.768144607543945
119,11.042118072509766
119,14.976978302001953
119,29.453039169311523
119,39.666175842285156
120,40.02714157104492
120,26.172876358032227
119,44.08001899719238
120,32.20701217651367
120,25.481224060058594
120,21.185874938964844
121,21.914958953857422
120,23.49686622619629
121,18.832921981811523
120,17.010211944580078
121,13.087034225463867
121,20.339012145996094
121,31.594038009643555
122,97.14317321777344
121,97.52583503723145
122,56.70523643493652
121,49.365997314453125
122,16.00193977355957
122,36.81826591491699
122,14.681100845336914
122,17.639875411987305
123,17.045021057128906
123,15.739202499389648
122,20.221948623657227
123,16.36195182800293
123,27.291297912597656
123,15.04206657409668
124,42.25516319274902
123,43.003082275390625
124,40.29583930969238
123,34.57999229431152
124,25.018930435180664
124,26.919126510620117
124,45.08185386657715
125,47.679901123046875
124,21.150827407836914
125,12.769937515258789
124,32.82880783081055
125,53.7412166595459
125,40.67111015319824
125,17.720937728881836
126,19.704103469848633
125,11.861085891723633
126,14.07003402709961
125,10.986804962158203
126,28.02109718322754
126,11.306285858154297
126,9.797096252441406
127,15.44499397277832
127,15.824317932128906
126,30.38191795349121
126,22.726058959960938
127,69.30398941040039
127,27.804136276245117
127,25.660037994384766
128,12.98213005065918
128,14.164924621582031
127,47.77026176452637
127,34.52587127685547
128,42.93203353881836
128,44.368743896484375
128,15.403032302856445
129,37.92881965637207
129,43.86568069458008
128,51.846981048583984
128,42.23775863647461
129,29.41608428955078
129,15.948057174682617
129,22.986888885498047
130,19.42610740661621
130,45.255184173583984
129,38.1159782409668
129,19.12379264831543
130,41.226863861083984
130,28.162002563476562
130,15.440940856933594
131,16.02005958557129
131,13.321876525878906
130,7.671117782592773
130,38.97809982299805
131,41.964054107666016
131,19.3631649017334
131,27.257680892944336
131,30.476093292236328
132,12.135744094848633
132,15.820026397705078
131,14.936208724975586
132,14.694929122924805
132,16.62588119506836
132,25.037050247192383
132,13.978004455566406
133,26.552677154541016
133,16.058921813964844
132,12.269020080566406
133,33.496856689453125
133,33.58006477355957
133,14.992952346801758
134,24.210214614868164
133,24.57714080810547
134,20.463943481445312
133,24.507999420166016
134,8.274078369140625
134,24.071931838989258
134,35.37392616271973
135,19.080162048339844
134,11.004924774169922
135,16.932010650634766
134,16.351938247680664
135,16.694068908691406
135,14.87278938293457
135,16.84713363647461
136,20.43890953063965
135,16.35003089904785
136,16.701221466064453
135,21.02971076965332
136,17.215967178344727
136,23.175716400146484
136,22.839784622192383
137,15.443086624145508
136,16.495943069458008
137,19.90509033203125
136,14.981269836425781
137,35.32075881958008
137,59.13496017456055
137,16.618967056274414
138,12.580156326293945
137,28.70774269104004
138,16.69001579284668
137,12.582063674926758
138,22.993803024291992
138,12.565135955810547
138,11.664867401123047
139,21.942138671875
138,24.713993072509766
139,23.5898494720459
138,30.68399429321289
139,19.09017562866211
139,49.75414276123047
139,33.357858657836914
140,29.237031936645508
139,13.844966888427734
140,16.268014907836914
139,19.304275512695312
140,14.566898345947266
140,16.254901885986328
140,19.5159912109375
141,19.61517333984375
140,16.06297492980957
141,24.229049682617188
140,19.075870513916016
141,26.81279182434082
141,21.368980407714844
141,16.2808895111084
142,14.750003814697266
141,15.125036239624023
142,16.50404930114746
141,21.255970001220703
142,22.228002548217773
142,20.62392234802246
142,31.854867935180664
143,18.414735794067383
142,45.87697982788086
143,12.546062469482422
142,17.547130584716797
143,14.698982238769531
143,30.526161193847656
143,12.869834899902344
144,15.796899795532227
143,12.959003448486328
144,9.645700454711914
143,11.780977249145508
144,15.942096710205078
144,47.91688919067383
144,19.49596405029297
145,9.227991104125977
144,43.49088668823242
145,15.681028366088867
144,19.343852996826172
145,16.89887046813965
145,31.61787986755371
145,30.048847198486328
146,12.388944625854492
145,24.676799774169922
146,46.861886978149414
145,22.333860397338867
146,19.222021102905273
146,23.283004760742188
146,19.861936569213867
147,38.001060485839844
146,39.628028869628906
147,50.894975662231445
146,23.60391616821289
147,18.8748836517334
147,30.62915802001953
147,27.868986129760742
148,27.151823043823242
147,22.764921188354492
148,14.778852462768555
147,30.68709373474121
148,17.325162887573242
148,17.512083053588867
148,11.662006378173828
148,47.2567081451416
149,46.405792236328125
149,44.973134994506836
148,13.193845748901367
149,19.967079162597656
149,15.112876892089844
149,17.68016815185547
150,19.865036010742188
150,30.302762985229492
149,30.636072158813477
149,37.58692741394043
150,13.330221176147461
150,17.513036727905273
150,20.550251007080078
151,20.051956176757812
150,26.24201774597168
151,29.66785430908203
150,47.09911346435547
151,27.53901481628418
151,19.14191246032715
151,21.880149841308594
152,33.34975242614746
152,27.083158493041992
151,27.825117111206055
151,31.48794174194336
152,17.39192008972168
152,16.288042068481445
152,15.2740478515625
153,35.23612022399902
152,44.680118560791016
153,44.673919677734375
152,21.660327911376953
153,13.576269149780273
153,13.637065887451172
153,15.863180160522461
154,26.849031448364258
153,11.44099235534668
154,13.612985610961914
153,27.03571319580078
154,24.721860885620117
154,15.677928924560547
154,35.63284873962402
154,14.351844787597656
155,14.256954193115234
155,15.934944152832031
154,44.90017890930176
155,36.56888008117676
155,39.14904594421387
155,15.231847763061523
155,30.11918067932129
156,19.67597007751465
156,37.893056869506836
155,19.18792724609375
156,20.680904388427734
156,14.50204849243164
156,28.259992599487305
156,26.500940322875977
157,15.794992446899414
157,16.68715476989746
156,18.18227767944336
157,46.77224159240723
157,16.768932342529297
157,22.867918014526367
157,12.533903121948242
158,22.552013397216797
158,28.649091720581055
157,11.540889739990234
158,18.663883209228516
158,42.45400428771973
158,15.35487174987793
158,12.535810470581055
159,17.878055572509766
159,54.84914779663086
158,66.55383110046387
159,28.44071388244629
159,34.414052963256836
159,17.513036727905273
159,17.48490333557129
160,16.47472381591797
160,9.823083877563477
159,17.904996871948242
160,34.3930721282959
160,13.851165771484375
160,38.51437568664551
160,13.215065002441406
161,20.801782608032227
161,37.489891052246094
160,37.5056266784668
161,17.45891571044922
161,11.919260025024414
161,14.438867568969727
161,15.088319778442383
162,26.858091354370117
162,16.255855560302734
161,31.661033630371094
162,13.692855834960938
162,21.934986114501953
162,21.619081497192383
162,37.992000579833984
163,16.775846481323242
163,16.409873962402344
162,18.800020217895508
163,17.3799991607666
163,14.950275421142578
163,33.653974533081055
163,14.713764190673828
164,12.840032577514648
164,17.84205436706543
163,13.942956924438477
164,24.9330997467041
164,21.26932144165039
164,15.948057174682617
164,16.35003089904785
165,33.64920616149902
165,36.869049072265625
164,34.4541072845459
165,41.35894775390625
165,40.0698184967041
165,35.20011901855469
165,14.734745025634766
166,42.57607460021973
166,11.306047439575195
165,15.832185745239258
166,22.238969802856445
166,21.95572853088379
166,24.050235748291016
166,30.33590316772461
167,90.3780460357666
167,36.942243576049805
166,30.712127685546875
167,17.49587059020996
167,33.77795219421387
167,36.97776794433594
167,17.38905906677246
168,21.708965301513672
168,26.47089958190918
167,80.36684989929199
168,23.77796173095703
168,17.480850219726562
168,12.202978134155273
168,34.48009490966797
169,17.05765724182129
169,17.197132110595703
168,64.66364860534668
169,28.149843215942383
169,13.76199722290039
169,16.79205894470215
169,18.677949905395508
170,67.8861141204834
170,68.59111785888672
169,17.080068588256836
170,25.80714225769043
170,13.356685638427734
170,33.093929290771484
170,21.27218246459961
171,39.91198539733887
171,46.324968338012695
170,28.283119201660156
171,23.529052734375
171,22.968769073486328
171,17.6241397857666
171,32.64784812927246
172,16.121864318847656
172,16.30878448486328
171,15.134811401367188
172,33.37907791137695
172,58.917999267578125
172,18.661022186279297
172,30.447959899902344
173,19.082069396972656
173,41.223764419555664
172,16.947031021118164
173,16.141176223754883
173,17.25006103515625
173,42.3731803894043
173,21.608829498291016
174,78.52697372436523
174,86.95316314697266
173,32.56821632385254
174,73.70495796203613
174,44.695138931274414
174,11.40284538269043
174,18.89801025390625
175,15.177249908447266
175,16.863107681274414
174,20.0650691986084
175,50.8270263671875
175,22.291183471679688
175,31.768083572387695
175,16.646146774291992
176,23.07915687561035
176,6.737947463989258
175,24.763107299804688
176,12.94398307800293
176,28.929948806762695
176,12.104988098144531
176,20.416975021362305
177,25.199174880981445
177,26.227235794067383
176,12.221813201904297
177,16.58177375793457
177,14.024019241333008
177,31.625986099243164
177,45.081138610839844
178,15.794992446899414
178,22.249937057495117
177,15.582799911499023
178,14.400005340576172
178,17.014026641845703
178,16.371965408325195
178,23.658037185668945
179,21.406888961791992
179,20.961999893188477
178,13.61989974975586
179,27.57716178894043
179,14.722824096679688
179,15.491724014282227
179,60.317277908325195
180,35.9652042388916
180,55.75728416442871
179,35.06112098693848
180,34.70802307128906
180,20.333051681518555
180,20.186901092529297
180,17.998218536376953
181,14.87421989440918
181,14.829158782958984
180,19.73414421081543
181,48.229217529296875
181,18.11385154724121
181,91.87602996826172
181,23.83899688720703
182,16.072988510131836
182,16.268014907836914
181,31.716108322143555
182,40.11201858520508
182,36.87906265258789
182,12.030363082885742
182,16.070842742919922
183,24.530887603759766
183,396.87204360961914
182,35.44902801513672
183,31.697750091552734
183,21.967172622680664
183,21.544933319091797
184,21.686077117919922
183,37.197113037109375
184,19.7141170501709
183,36.798954010009766
184,48.165082931518555
184,36.52811050415039
184,20.37191390991211
185,16.11614227294922
184,17.750024795532227
185,15.703916549682617
184,17.096996307373047
185,11.883020401000977
185,13.878822326660156
185,19.656896591186523
186,24.03712272644043
185,75.19793510437012
186,31.704187393188477
185,170.29190063476562
186,27.1909236907959
186,17.930030822753906
186,18.83411407470703
187,104.0959358215332
186,15.383005142211914
187,18.407344818115234
186,14.27602767944336
187,24.225950241088867
187,20.35832405090332
187,14.413118362426758
188,17.058134078979492
187,262.3450756072998
188,53.99966239929199
187,33.34689140319824
188,43.43605041503906
188,24.992942810058594
188,12.69388198852539
189,37.18972206115723
188,18.47696304321289
189,15.432119369506836
188,13.23080062866211
189,36.00788116455078
189,44.599056243896484
189,32.238006591796875
190,28.8240909576416
189,47.545671463012695
190,42.85168647766113
189,14.577150344848633
190,29.42800521850586
190,16.204833984375
190,14.8773193359375
191,32.14597702026367
190,16.74199104309082
191,30.483007431030273
190,27.560949325561523
191,11.65318489074707
191,28.071165084838867
191,16.601085662841797
192,13.955116271972656
191,11.632919311523438
192,21.625280380249023
191,10.96796989440918
192,16.27802848815918
192,17.58885383605957
192,26.55506134033203
193,18.671035766601562
192,25.202274322509766
193,20.92123031616211
192,12.99905776977539
193,11.478185653686523
193,12.223958969116211
193,39.57414627075195
194,45.23801803588867
193,62.8809928894043
194,59.728145599365234
193,41.94307327270508
194,76.22885704040527
194,38.32077980041504
194,45.67909240722656
195,12.796163558959961
194,29.504060745239258
195,25.19679069519043
194,19.411802291870117
195,11.754035949707031
195,35.75396537780762
195,41.76902770996094
196,35.006046295166016
195,38.09094429016113
196,26.33500099182129
195,36.40913963317871
196,20.057201385498047
196,32.256126403808594
196,13.485193252563477
197,16.487836837768555
196,29.433012008666992
197,29.172897338867188
196,18.19920539855957
197,15.391111373901367
197,15.710115432739258
197,48.65312576293945
198,10.212898254394531
197,20.675182342529297
198,23.0560302734375
197,22.1099853515625
198,36.57698631286621
198,16.413211822509766
198,40.47417640686035
199,17.64202117919922
198,14.446020126342773
199,12.612104415893555
198,17.893075942993164
199,15.398979187011719
199,32.1650505065918
199,59.240102767944336
200,49.52716827392578
199,46.3109016418457
200,17.657995223999023
199,25.762081146240234
200,14.620065689086914
200,10.842084884643555
200,10.870218276977539
