Times,5433,5434,5435
04:50:35.806349,1,1,1
04:50:36.941629,1,1,1
04:50:38.055335,1,1,1
04:50:39.179664,1,1,1
04:50:40.307262,1,1,1
04:50:41.417743,1,0,1
04:50:42.544043,1,0,1
04:50:43.644087,1,0,1
04:50:44.732320,1,0,1
04:50:45.811950,1,0,1
04:50:46.878665,1,0,1
04:50:47.944712,1,0,1
04:50:49.040848,1,0,1
04:50:50.111185,1,0,1
04:50:51.188585,1,0,1
04:50:52.238723,1,0,1
04:50:53.311902,1,0,1
04:50:54.367580,1,0,1
04:50:55.483015,1,0,1
04:50:56.558802,1,0,1
04:50:57.624270,1,0,1
04:50:58.674199,1,0,1
04:50:59.733060,1,0,1
04:51:00.795311,1,0,1
04:51:01.871194,1,0,1
04:51:02.936869,1,0,1
04:51:03.988192,1,0,1
04:51:05.054682,1,0,1
04:51:06.152043,1,0,1
04:51:07.359120,1,0,1
04:51:08.507070,1,0,1
04:51:09.629018,1,0,1
04:51:10.770144,1,0,1
04:51:11.865821,1,0,1
04:51:12.981105,1,0,1
04:51:14.077120,1,0,1
04:51:15.164777,1,0,1
04:51:16.268198,1,0,1
04:51:17.362077,1,0,1
04:51:18.551739,1,0,1
04:51:19.677423,1,0,1
04:51:20.766598,1,0,1
04:51:21.879273,1,0,1
04:51:22.981312,1,0,1
04:51:24.069435,1,0,1
04:51:25.174599,1,0,1
04:51:26.259375,1,0,1
04:51:27.363596,1,0,1
04:51:28.493653,1,0,1
04:51:29.590285,1,0,1
04:51:30.689787,1,0,1
04:51:31.767687,1,0,1
04:51:32.860831,1,0,1
04:51:33.959896,1,0,1
04:51:35.075127,1,0,1
04:51:36.208444,1,0,1
04:51:37.281438,1,0,1
04:51:38.356459,1,0,1
04:51:39.495500,1,0,1
04:51:40.797166,1,0,1
04:51:41.881948,1,0,1
04:51:42.966146,1,0,1
04:51:44.061900,1,0,1
04:51:45.163904,1,0,1
04:51:46.269535,1,0,1
04:51:47.369475,1,0,1
04:51:48.578373,1,0,1
04:51:49.671105,1,0,1
04:51:50.775488,1,0,1
04:51:51.870758,1,0,1
04:51:52.972571,1,0,1
04:51:54.071182,1,0,1
04:51:55.165020,1,0,1
04:51:56.272635,1,0,1
04:51:57.376451,1,0,1
04:51:58.484537,1,0,1
04:51:59.563239,1,0,1
04:52:00.760444,1,0,1
04:52:01.865533,1,0,1
04:52:02.974848,1,0,1
04:52:04.083486,1,0,1
04:52:05.170943,1,0,1
04:52:06.287323,1,0,1
04:52:07.353961,1,0,1
04:52:08.505143,1,0,1
04:52:09.677670,1,0,1
04:52:10.756006,1,0,1
04:52:11.870628,1,0,1
04:52:12.970176,1,0,1
04:52:14.067477,1,0,1
04:52:15.186280,1,0,1
04:52:16.276672,1,0,1
04:52:17.382109,1,0,1
04:52:18.533779,1,0,1
04:52:19.667525,1,0,1
04:52:20.770364,1,0,1
04:52:21.887536,1,0,1
04:52:22.983361,1,0,1
04:52:24.063867,1,0,1
04:52:25.162290,1,0,1
04:52:26.275064,1,0,1
04:52:27.362082,1,0,1
04:52:28.470225,1,0,1
04:52:29.572253,1,0,1
04:52:30.679388,1,0,1
04:52:31.757547,1,0,1
04:52:32.869786,1,0,1
04:52:33.966314,1,0,1
04:52:35.081186,1,0,1
04:52:36.192588,1,0,1
04:52:37.268705,1,0,1
04:52:38.368518,1,0,1
04:52:39.544592,1,0,1
04:52:40.676604,1,0,1
04:52:41.758381,1,0,1
04:52:42.867491,1,0,1
04:52:43.958693,1,0,1
04:52:45.066216,1,0,1
04:52:46.186664,1,0,1
04:52:47.261189,1,0,1
04:52:48.377139,1,0,1
04:52:49.584070,1,0,1
04:52:50.765279,1,0,1
04:52:51.858723,1,0,1
04:52:52.961007,1,0,1
04:52:54.076475,1,0,1
04:52:55.170787,1,0,1
04:52:56.297401,1,0,1
04:52:57.510168,1,0,1
04:52:58.676320,1,0,1
04:52:59.776757,1,0,1
04:53:00.870354,1,0,1
04:53:01.965155,1,0,1
04:53:03.059100,1,0,1
04:53:04.161603,1,0,1
04:53:05.281791,1,0,1
04:53:06.404848,1,0,1
04:53:07.539614,1,0,1
04:53:08.631481,1,0,1
04:53:09.771270,1,0,1
04:53:10.866239,1,0,1
04:53:11.979059,1,0,1
04:53:13.071495,1,0,1
04:53:14.164717,1,0,1
04:53:15.334690,1,0,1
04:53:16.659855,1,0,1
04:53:17.778290,1,0,1
04:53:18.854221,1,0,1
04:53:19.978909,1,0,1
04:53:21.076428,1,0,1
04:53:22.184374,1,0,1
04:53:23.276660,1,0,1
04:53:24.366404,1,0,1
04:53:25.500262,1,0,1
04:53:26.665791,1,0,1
04:53:27.783235,1,0,1
04:53:28.858410,1,0,1
04:53:29.964586,1,0,1
04:53:31.060380,1,0,1
04:53:32.165563,1,0,1
04:53:33.267714,1,0,1
04:53:34.375757,1,0,1
04:53:35.458944,1,0,1
04:53:36.564380,1,0,1
04:53:37.681501,1,0,1
04:53:38.769493,1,0,1
04:53:39.875114,1,0,1
04:53:40.962886,1,0,1
04:53:42.069296,1,0,1
04:53:43.182401,1,0,1
04:53:44.272353,1,0,1
04:53:45.365912,1,0,1
04:53:46.458556,1,0,1
04:53:47.552836,1,0,1
04:53:48.650313,1,0,1
04:53:49.782154,1,0,1
04:53:50.863030,1,0,1
04:53:51.977325,1,0,1
04:53:53.084054,1,0,1
04:53:54.199173,1,0,1
04:53:55.291426,1,0,1
04:53:56.415237,1,0,1
04:53:57.511291,1,0,1
04:53:58.662690,1,0,1
04:53:59.773884,1,0,1
04:54:00.860242,1,0,1
04:54:01.978173,1,0,1
04:54:03.075116,1,0,1
04:54:04.160171,1,0,1
04:54:05.258536,1,0,1
04:54:06.367958,1,0,1
04:54:07.462733,1,0,1
04:54:08.560877,1,0,1
04:54:09.666023,1,0,1
04:54:10.758475,1,0,1
04:54:11.876338,1,0,1
04:54:12.969164,1,0,1
04:54:14.068616,1,0,1
04:54:15.192900,1,0,1
04:54:16.273915,1,0,1
04:54:17.368156,1,0,1
04:54:18.466387,1,0,1
04:54:19.562260,1,0,1
04:54:20.711246,1,0,1
04:54:21.874531,1,0,1
04:54:22.973493,1,0,1
04:54:24.079439,1,0,1
04:54:25.168637,1,0,1
04:54:26.246519,1,0,1
04:54:27.372256,1,0,1
04:54:28.460321,1,0,1
04:54:29.570072,1,0,1
04:54:30.675053,1,0,1
04:54:31.781895,1,0,1
